,usable_area,land_area,bedroom,bathroom,price,land_price,Giaytohople,Hopdongmuaban,Khongxacdinh,Sodo,Sohong
0,256.0,64.0,4.0,5.0,5100.0,2131200.0,0,0,0,0,1
1,40.0,40.0,1.0,1.0,5.0,6304800.0,0,0,1,0,0
2,220.0,110.0,8.0,5.0,15990.0,2131200.0,0,0,0,0,1
3,54.0,54.0,2.0,2.0,630.0,,0,0,0,1,0
4,105.1,105.1,,8.0,40000.0,7992000.0,0,0,0,0,1
5,270.0,270.0,,4.0,77000.0,7814400.0,0,0,0,0,1
6,110.0,110.0,3.0,1.0,8500.0,1243200.0,0,0,0,0,1
7,100.0,100.0,,,14990.0,4129200.0,0,0,0,0,1
8,100.0,85.0,3.0,2.0,6500.0,1065600.0,0,0,0,0,1
9,65.0,65.0,3.0,3.0,1850.0,3285600.0,0,0,0,0,1
10,71.0,71.0,3.0,2.0,1740.0,9768000.0,0,0,0,0,1
11,68.0,68.0,3.0,3.0,1550.0,12409800.0,0,0,0,0,1
12,73.0,73.0,4.0,3.0,1480.0,12387600.0,0,0,0,0,1
13,70.0,70.0,3.0,3.0,1450.0,13320000.0,0,0,0,0,1
14,210.0,75.0,4.0,4.0,1520.0,11055600.0,0,0,0,0,1
15,210.0,76.0,4.0,4.0,1260.0,4262400.0,0,0,0,0,1
16,210.0,72.0,4.0,4.0,1660.0,7636800.0,0,0,0,0,1
17,89.0,36.0,3.0,3.0,2180.0,2797200.0,0,0,0,0,1
18,69.0,69.0,2.0,2.0,2500.0,1198800.0,0,1,0,0,0
19,33.0,33.0,1.0,1.0,1400.0,1198800.0,0,1,0,0,0
20,48.0,48.0,6.0,4.0,6190.0,8657500.0,0,0,0,1,0
21,60.0,20.0,3.0,2.0,1.0,1465200.0,0,0,0,0,1
22,55.0,55.0,2.0,2.0,920.0,4173600.0,0,0,0,0,1
23,280.0,126.0,6.0,4.0,15800.0,16872000.0,0,0,0,0,1
24,130.0,65.0,3.0,3.0,1420.0,14089600.0,0,0,0,0,1
25,122.0,61.0,3.0,3.0,1350.0,10774400.0,0,0,0,0,1
26,112.0,61.0,3.0,2.0,1380.0,14326400.0,0,0,0,0,1
27,30.0,30.0,3.0,4.0,4200.0,15963750.0,0,0,0,1,0
28,58.0,58.0,2.0,2.0,6800.0,,0,0,0,0,1
29,59.0,59.0,2.0,2.0,830.0,9923400.0,0,0,0,0,1
30,60.0,60.0,2.0,2.0,920.0,4173600.0,0,0,0,0,1
31,65.0,65.0,2.0,2.0,835.0,5683200.0,0,0,0,0,1
32,48.0,48.0,3.0,2.0,1980.0,2486400.0,0,0,0,0,1
33,87.0,87.0,3.0,2.0,1850.0,5550000.0,0,0,0,0,1
34,75.0,75.0,2.0,2.0,1250.0,3374400.0,0,0,0,0,1
35,1500.0,240.0,10.0,10.0,87000.0,7992000.0,0,0,0,0,1
36,1.0,1.0,3.0,2.0,1470.0,5490800.0,0,0,0,0,1
37,74.0,74.0,2.0,2.0,1790.0,8524800.0,0,0,0,0,1
38,45.5,45.5,4.0,3.0,2093.0,4262400.0,0,0,0,0,1
39,430.0,430.0,5.0,4.0,24999.0,3330000.0,0,0,0,0,1
40,84.0,42.0,2.0,2.0,1483.0,8580300.0,0,0,0,0,1
41,62.0,62.0,2.0,2.0,1330.0,4617600.0,0,0,0,0,1
42,74.0,74.0,2.0,2.0,1805.0,25396800.0,0,0,0,0,1
43,72.0,72.0,8.0,4.0,12400.0,14208000.0,0,0,0,0,1
44,94.5,94.5,2.0,2.0,2360.0,9190800.0,0,0,0,0,1
45,75.0,75.0,2.0,2.0,1250.0,2353200.0,0,0,0,0,1
46,300.0,300.0,1.0,1.0,78000.0,20601600.0,0,0,0,0,1
47,1.0,1.0,2.0,2.0,2100.0,9634800.0,0,0,0,0,1
48,72.0,72.0,3.0,3.0,3190.0,10774400.0,0,0,0,0,1
49,46.0,46.0,2.0,1.0,660.0,21611791.666666668,0,0,0,1,0
50,47.0,47.0,4.0,2.0,9800.0,17825166.666666668,0,0,0,1,0
51,60.0,60.0,2.0,2.0,2690.0,3552000.0,0,0,0,0,1
52,1.0,1.0,2.0,2.0,1570.0,2264400.0,0,0,0,0,1
53,60.0,60.0,2.0,2.0,1420.0,5128200.0,1,0,0,0,0
54,1.0,1.0,2.0,2.0,2129.0,17493600.0,0,0,0,0,1
55,106.0,37.0,4.0,3.0,7200.0,10966800.0,0,0,0,0,1
56,72.0,72.0,2.0,2.0,1250.0,28682400.0,0,0,0,0,1
57,71.0,71.0,2.0,2.0,1790.0,8524800.0,0,0,0,0,1
58,98.0,98.0,9.0,15.0,25000.0,12628583.333333334,0,0,0,1,0
59,81.0,81.0,2.0,2.0,1975.0,12372800.0,0,0,0,0,1
60,88.0,88.0,4.0,4.0,7500.0,1065600.0,0,0,0,0,1
61,50.0,50.0,2.0,2.0,1870.0,5034960.0,0,0,0,0,1
62,1.0,1.0,2.0,2.0,1360.0,5372400.0,0,0,0,0,1
63,70.0,70.0,2.0,2.0,1630.0,4262400.0,0,0,0,0,1
64,50.5,50.5,2.0,2.0,1360.0,3108000.0,0,0,0,0,1
65,49.0,49.0,2.0,1.0,2400.0,12658833.333333334,0,0,0,0,1
66,60.0,60.0,4.0,4.0,2075.0,2353200.0,0,0,0,0,1
67,54.0,54.0,3.0,2.0,1970.0,3836160.0,0,0,0,0,1
68,64.0,64.0,3.0,2.0,1200.0,18736800.0,0,0,0,0,1
69,56.0,56.0,4.0,5.0,2690.0,7133600.0,0,0,0,0,1
70,60.0,60.0,2.0,2.0,1470.0,28682400.0,0,0,0,0,1
71,90.0,90.0,3.0,3.0,2115.0,7947600.0,0,0,0,0,1
72,750.0,247.0,6.0,6.0,30800.0,11033400.0,0,0,0,0,1
73,1.0,1.0,2.0,1.0,2349.0,488400.0,0,0,1,0,0
74,1.0,1.0,2.0,2.0,1800.0,3907200.0,0,0,0,0,1
75,77.0,77.0,2.0,2.0,1540.0,5283600.0,0,0,0,0,1
76,58.0,58.0,3.0,3.0,2120.0,4728600.0,0,0,0,0,1
77,92.0,92.0,3.0,2.0,2390.0,8791200.0,0,0,0,0,1
78,79.0,79.0,2.0,2.0,1762.0,6393583.333333333,0,0,0,0,1
79,51.0,51.0,4.0,3.0,2780.0,7636800.0,0,0,0,0,1
80,77.0,77.0,2.0,2.0,1660.0,5490800.0,0,0,0,0,1
81,92.0,92.0,3.0,2.0,1650.0,5490800.0,0,0,0,0,1
82,56.0,56.0,3.0,2.0,1980.0,13009200.0,0,0,0,0,1
83,2100.0,317.0,11.0,11.0,330000.0,21667250.0,0,0,0,0,1
84,1.0,1.0,2.0,2.0,1570.0,7548000.0,0,0,0,0,1
85,65.0,65.0,2.0,2.0,2070.0,2641800.0,0,0,0,0,1
86,44.8,44.8,2.0,3.0,1725.0,2131200.0,0,0,0,0,1
87,90.0,90.0,3.0,3.0,1823.0,4728600.0,0,0,0,0,1
88,150.0,50.0,3.0,3.0,2113.0,4395600.0,0,0,0,0,1
89,58.0,58.0,2.0,2.0,1830.0,3330000.0,0,0,0,0,1
90,1.0,1.0,2.0,2.0,1670.0,9013200.0,0,1,0,0,0
91,83.0,83.0,2.0,2.0,2770.0,7548000.0,0,0,0,0,1
92,43.0,43.0,2.0,2.0,1624.0,5416800.0,0,0,0,0,1
93,300.0,300.0,5.0,2.0,16000.0,3330000.0,0,0,0,0,1
94,162.0,54.8,3.0,3.0,1973.0,1065600.0,0,0,0,0,1
95,55.0,55.0,3.0,3.0,1223.0,27306000.0,0,0,0,0,1
96,78.0,78.0,2.0,2.0,2115.0,16428000.0,0,0,0,0,1
97,71.3,71.3,2.0,2.0,2250.0,3744416.6666666665,0,0,0,0,1
98,81.0,81.0,2.0,2.0,1420.0,5490800.0,0,0,0,0,1
99,104.0,104.0,6.0,4.0,40000.0,21312000.0,0,0,0,0,1
100,1.0,1.0,2.0,2.0,1799.0,4262400.0,0,0,0,0,1
101,48.0,48.0,2.0,1.0,610.0,13636166.666666666,0,0,0,1,0
102,60.0,60.0,2.0,2.0,1990.0,4528800.0,0,0,0,0,1
103,86.0,86.0,2.0,2.0,2890.0,5490800.0,0,0,0,0,1
104,1.0,1.0,2.0,2.0,1470.0,1332000.0,0,0,0,0,1
105,72.0,72.0,2.0,2.0,1250.0,28682400.0,0,0,0,0,1
106,71.0,71.0,2.0,2.0,1790.0,8524800.0,0,0,0,0,1
107,98.0,98.0,9.0,15.0,25000.0,12628583.333333334,0,0,0,1,0
108,81.0,81.0,2.0,2.0,1975.0,12372800.0,0,0,0,0,1
109,88.0,88.0,4.0,4.0,7500.0,1065600.0,0,0,0,0,1
110,50.0,50.0,2.0,2.0,1870.0,5034960.0,0,0,0,0,1
111,1.0,1.0,2.0,2.0,1360.0,5372400.0,0,0,0,0,1
112,70.0,70.0,2.0,2.0,1630.0,4262400.0,0,0,0,0,1
113,50.5,50.5,2.0,2.0,1360.0,3108000.0,0,0,0,0,1
114,49.0,49.0,2.0,1.0,2400.0,12658833.333333334,0,0,0,0,1
115,60.0,60.0,4.0,4.0,2075.0,2353200.0,0,0,0,0,1
116,54.0,54.0,3.0,2.0,1970.0,3836160.0,0,0,0,0,1
117,64.0,64.0,3.0,2.0,1200.0,18736800.0,0,0,0,0,1
118,56.0,56.0,4.0,5.0,2690.0,7133600.0,0,0,0,0,1
119,60.0,60.0,2.0,2.0,1470.0,28682400.0,0,0,0,0,1
120,1.0,1.0,3.0,2.0,2199.0,7681200.0,0,0,0,0,1
121,80.0,80.0,2.0,2.0,2490.0,9346200.0,0,0,0,0,1
122,59.0,59.0,4.0,3.0,1690.0,5034960.0,0,0,0,0,1
123,70.0,70.0,2.0,2.0,1715.0,8095600.0,0,0,0,0,1
124,89.0,89.0,2.0,2.0,3150.0,5328000.0,0,1,0,0,0
125,90.0,45.0,2.0,2.0,1975.0,4795200.0,0,0,0,0,1
126,59.0,59.0,3.0,3.0,3030.0,7681200.0,0,0,0,0,1
127,117.0,117.0,4.0,5.0,2780.0,16605600.0,0,0,0,0,1
128,43.0,43.0,,,4650.0,8197833.333333333,0,0,0,0,1
129,145.0,145.0,3.0,2.0,1420.0,5490800.0,0,0,0,0,1
130,42.0,42.0,3.0,3.0,2450.0,18248400.0,0,0,0,0,1
131,1.0,1.0,2.0,2.0,1680.0,8095600.0,0,0,0,0,1
132,86.0,86.0,2.0,2.0,1875.0,1864800.0,0,0,0,0,1
133,72.0,72.0,2.0,2.0,1020.0,5372400.0,0,0,0,0,1
134,1.0,1.0,2.0,2.0,1500.0,9190800.0,0,0,1,0,0
135,60.0,60.0,6.0,4.0,5999.0,13005750.0,0,0,0,1,0
136,152.0,152.0,,,44000.0,18972333.333333332,0,0,1,0,0
137,116.0,116.0,3.0,2.0,5600.0,8347200.0,0,0,0,0,1
138,40.0,40.0,2.0,1.0,1460.0,19238000.0,0,0,0,1,0
139,1.0,1.0,3.0,3.0,2670.0,11322000.0,0,0,0,0,1
140,1.0,1.0,2.0,2.0,1399.0,4262400.0,0,0,1,0,0
141,170.0,170.0,56.0,56.0,140000.0,37118375.0,0,0,0,0,1
142,100.0,32.0,2.0,3.0,4649.0,11877000.0,0,0,0,1,0
143,136.0,50.0,3.0,3.0,5750.0,6660000.0,0,0,0,0,1
144,1600.0,420.0,36.0,36.0,70000.0,16428000.0,0,0,0,0,1
145,48.0,48.0,3.0,4.0,1720.0,17493600.0,0,0,0,0,1
146,200.0,52.0,4.0,5.0,6700.0,1998000.0,0,0,0,0,1
147,99.0,53.0,2.0,2.0,9600.0,7814400.0,0,0,0,0,1
148,72.0,72.0,3.0,2.0,1715.0,2397600.0,0,0,0,0,1
149,320.0,85.0,6.0,4.0,10990.0,8628400.0,0,0,0,0,1
150,66.0,66.0,2.0,2.0,1350.0,3996000.0,0,0,0,0,1
151,500.0,120.0,15.0,16.0,41000.0,27972000.0,0,0,0,0,1
152,48.0,48.0,2.0,1.0,600.0,12277777.777777778,0,0,0,1,0
153,60.0,60.0,2.0,2.0,2290.0,8347200.0,0,0,0,0,1
154,1.0,1.0,2.0,2.0,2700.0,7237200.0,0,0,0,0,1
155,95.0,95.0,3.0,3.0,19500.0,20417500.0,0,0,0,1,0
156,1.0,1.0,2.0,2.0,2330.0,1065600.0,0,0,0,0,1
157,60.0,60.0,2.0,2.0,2890.0,2220000.0,0,0,0,0,1
158,70.0,70.0,2.0,2.0,1530.0,5683200.0,1,0,0,0,0
159,1.0,1.0,3.0,,3100.0,3330000.0,0,0,0,0,1
160,100.0,52.0,2.0,2.0,4350.0,5194800.0,0,0,0,0,1
161,74.0,74.0,2.0,2.0,1550.0,3996000.0,0,0,0,0,1
162,55.0,55.0,2.0,3.0,1525.0,19491600.0,0,0,0,0,1
163,101.12,50.66,3.0,1.0,2300.0,2331000.0,0,0,0,0,1
164,62.0,62.0,2.0,2.0,1650.0,15584400.0,0,0,0,0,1
165,43.0,43.0,2.0,2.0,4550.0,30185083.333333332,0,0,0,1,0
166,82.0,82.0,,,5500.0,3702960.0,0,0,0,0,1
167,1.0,1.0,3.0,2.0,1729.0,3774000.0,0,0,0,0,1
168,48.0,48.0,2.0,2.0,1650.0,13506480.0,0,0,0,0,1
169,61.2,61.2,3.0,4.0,2530.0,6216000.0,0,0,0,0,1
170,51.0,51.0,3.0,3.0,2015.0,15140400.0,0,0,0,0,1
171,69.75,69.75,2.0,2.0,1540.0,5328000.0,0,0,0,0,1
172,64.0,64.0,3.0,2.0,895.0,8628400.0,0,0,0,0,1
173,58.0,58.0,3.0,3.0,2390.0,5034960.0,0,0,0,0,1
174,60.0,60.0,2.0,1.0,1390.0,10656000.0,0,0,0,0,1
175,69.0,69.0,2.0,2.0,1015.0,6189360.0,0,0,0,0,1
176,1.0,1.0,2.0,2.0,2700.0,488400.0,0,0,1,0,0
177,1.0,1.0,2.0,2.0,2100.0,3774000.0,0,0,0,0,1
178,220.0,220.0,5.0,5.0,57000.0,25641000.0,0,0,0,0,1
179,76.0,76.0,2.0,2.0,1270.0,2131200.0,0,0,0,0,1
180,56.0,56.0,3.0,3.0,1470.0,2752800.0,0,0,0,0,1
181,77.0,77.0,2.0,2.0,2070.0,5283600.0,0,0,0,0,1
182,72.0,72.0,2.0,2.0,1203.0,23117600.0,0,0,0,0,1
183,95.0,95.0,3.0,2.0,2070.0,2641800.0,0,0,0,0,1
184,87.0,87.0,3.0,2.0,1850.0,5550000.0,0,0,0,0,1
185,48.0,48.0,3.0,2.0,1980.0,2486400.0,0,0,0,0,1
186,75.0,75.0,2.0,2.0,1250.0,3374400.0,0,0,0,0,1
187,1500.0,240.0,10.0,10.0,87000.0,7992000.0,0,0,0,0,1
188,1.0,1.0,3.0,2.0,1470.0,5490800.0,0,0,0,0,1
189,74.0,74.0,2.0,2.0,1790.0,8524800.0,0,0,0,0,1
190,45.5,45.5,4.0,3.0,2093.0,4262400.0,0,0,0,0,1
191,430.0,430.0,5.0,4.0,24999.0,3330000.0,0,0,0,0,1
192,84.0,42.0,2.0,2.0,1483.0,8580300.0,0,0,0,0,1
193,62.0,62.0,2.0,2.0,1330.0,4617600.0,0,0,0,0,1
194,74.0,74.0,2.0,2.0,1805.0,25396800.0,0,0,0,0,1
195,72.0,72.0,8.0,4.0,12400.0,14208000.0,0,0,0,0,1
196,94.5,94.5,2.0,2.0,2360.0,9190800.0,0,0,0,0,1
197,75.0,75.0,2.0,2.0,1250.0,2353200.0,0,0,0,0,1
198,300.0,300.0,1.0,1.0,78000.0,20601600.0,0,0,0,0,1
199,1.0,1.0,2.0,2.0,2100.0,9634800.0,0,0,0,0,1
200,72.0,72.0,3.0,3.0,3190.0,10774400.0,0,0,0,0,1
201,46.0,46.0,2.0,1.0,660.0,21611791.666666668,0,0,0,1,0
202,47.0,47.0,4.0,2.0,9800.0,17825166.666666668,0,0,0,1,0
203,60.0,60.0,2.0,2.0,2690.0,3552000.0,0,0,0,0,1
204,1.0,1.0,2.0,2.0,1570.0,2264400.0,0,0,0,0,1
205,60.0,60.0,2.0,2.0,1420.0,5128200.0,1,0,0,0,0
206,1.0,1.0,2.0,2.0,2129.0,17493600.0,0,0,0,0,1
207,106.0,37.0,4.0,3.0,7200.0,10966800.0,0,0,0,0,1
208,72.0,72.0,2.0,2.0,1250.0,28682400.0,0,0,0,0,1
209,71.0,71.0,2.0,2.0,1790.0,8524800.0,0,0,0,0,1
210,98.0,98.0,9.0,15.0,25000.0,12628583.333333334,0,0,0,1,0
211,81.0,81.0,2.0,2.0,1975.0,12372800.0,0,0,0,0,1
212,88.0,88.0,4.0,4.0,7500.0,1065600.0,0,0,0,0,1
213,50.0,50.0,2.0,2.0,1870.0,5034960.0,0,0,0,0,1
214,1.0,1.0,2.0,2.0,1360.0,5372400.0,0,0,0,0,1
215,70.0,70.0,2.0,2.0,1630.0,4262400.0,0,0,0,0,1
216,50.5,50.5,2.0,2.0,1360.0,3108000.0,0,0,0,0,1
217,49.0,49.0,2.0,1.0,2400.0,12658833.333333334,0,0,0,0,1
218,60.0,60.0,4.0,4.0,2075.0,2353200.0,0,0,0,0,1
219,54.0,54.0,3.0,2.0,1970.0,3836160.0,0,0,0,0,1
220,64.0,64.0,3.0,2.0,1200.0,18736800.0,0,0,0,0,1
221,56.0,56.0,4.0,5.0,2690.0,7133600.0,0,0,0,0,1
222,60.0,60.0,2.0,2.0,1470.0,28682400.0,0,0,0,0,1
223,90.0,90.0,3.0,3.0,2115.0,7947600.0,0,0,0,0,1
224,750.0,247.0,6.0,6.0,30800.0,11033400.0,0,0,0,0,1
225,1.0,1.0,2.0,1.0,2349.0,488400.0,0,0,1,0,0
226,1.0,1.0,2.0,2.0,1800.0,3907200.0,0,0,0,0,1
227,80.0,80.0,4.0,4.0,50000.0,34188000.0,0,0,0,0,1
228,63.0,63.0,2.0,2.0,1140.0,3507600.0,0,0,0,0,1
229,62.0,62.0,4.0,4.0,2340.0,5194800.0,0,0,0,0,1
230,71.0,71.0,3.0,2.0,1742.0,7681200.0,0,0,0,0,1
231,71.0,71.0,2.0,2.0,1650.0,2131200.0,0,0,0,0,1
232,68.0,68.0,2.0,2.0,1720.0,1642800.0,0,0,0,0,1
233,58.5,58.5,2.0,2.0,1880.0,5461200.0,0,0,0,0,1
234,86.0,86.0,2.0,2.0,1815.0,3330000.0,0,0,0,0,1
235,86.0,86.0,2.0,2.0,2195.0,4884000.0,0,0,0,0,1
236,1800.0,522.0,6.0,6.0,75000.0,4084800.0,0,0,1,0,0
237,1.0,1.0,2.0,2.0,1760.0,15273600.0,1,0,0,0,0
238,61.0,61.0,2.0,2.0,1540.0,11033400.0,0,0,0,0,1
239,56.0,56.0,2.0,2.0,1820.0,5461200.0,0,0,0,0,1
240,112.0,112.0,3.0,2.0,5000.0,3330000.0,0,0,0,0,1
241,170.1,56.7,4.0,3.0,2213.0,2220000.0,0,0,0,0,1
242,50.0,50.0,2.0,2.0,1730.0,9442400.0,0,0,0,0,1
243,53.7,53.7,2.0,1.0,1575.0,17582400.0,0,0,0,0,1
244,64.0,64.0,3.0,2.0,6390.0,17005200.0,0,0,0,0,1
245,70.0,70.0,2.0,2.0,2320.0,8095600.0,1,0,0,0,0
246,83.0,83.0,2.0,2.0,1860.0,9812400.0,0,0,0,0,1
247,262.0,262.0,1.0,1.0,33000.0,19536000.0,0,0,0,0,1
248,1.0,1.0,3.0,3.0,2100.0,11033400.0,0,1,0,0,0
249,60.0,60.0,2.0,2.0,2160.0,4129200.0,0,0,0,0,1
250,44.0,44.0,2.0,1.0,940.0,42772000.0,0,0,0,1,0
251,53.0,53.0,4.0,4.0,14500.0,23814500.0,0,0,0,1,0
252,53.6,53.6,2.0,1.0,2870.0,10656000.0,0,0,0,0,1
253,1.0,1.0,2.0,2.0,1930.0,1065600.0,0,0,0,0,1
254,70.0,70.0,2.0,2.0,1270.0,2930400.0,0,0,0,0,1
255,1.0,1.0,2.0,2.0,1800.0,3774000.0,0,0,0,0,1
256,180.0,51.0,2.0,2.0,5900.0,7992000.0,0,0,0,0,1
257,108.0,108.0,3.0,2.0,2760.0,9768000.0,0,0,0,0,1
258,156.0,156.0,4.0,4.0,4350.0,11643750.0,0,0,0,0,1
259,65.0,65.0,2.0,2.0,1540.0,7459200.0,0,0,0,0,1
260,91.0,91.0,21.0,21.0,19300.0,30185083.333333332,0,0,0,1,0
261,163.0,163.0,3.0,3.0,18500.0,1598400.0,0,0,0,0,1
262,60.0,60.0,2.0,2.0,1980.0,5034960.0,0,0,0,0,1
263,1.0,1.0,3.0,2.0,1389.0,3907200.0,0,1,0,0,0
264,93.0,93.0,3.0,2.0,1780.0,5372400.0,0,0,0,0,1
265,63.0,63.0,4.0,4.0,1890.0,7814375.0,0,0,0,0,1
266,100.0,100.0,3.0,2.0,4200.0,1330416.6666666667,0,0,0,0,1
267,57.0,57.0,3.0,3.0,2520.0,8258400.0,0,0,0,0,1
268,40.8,40.8,2.0,2.0,2160.0,2752800.0,0,0,0,0,1
269,56.0,56.0,4.0,4.0,3070.0,17493600.0,0,0,0,0,1
270,64.0,64.0,3.0,2.0,965.0,12076800.0,0,0,0,0,1
271,99.0,99.0,2.0,2.0,1150.0,5372400.0,0,0,0,0,1
272,53.0,53.0,3.0,3.0,2125.0,4647200.0,0,0,0,0,1
273,1.0,1.0,3.0,2.0,2569.0,7237200.0,0,0,1,0,0
274,1.0,1.0,2.0,2.0,1970.0,5490800.0,0,0,1,0,0
275,68.0,68.0,2.0,2.0,1450.0,6926400.0,0,0,0,0,1
276,368.0,368.0,3.0,4.0,39000.0,25352416.666666668,0,0,0,0,1
277,56.0,56.0,3.0,3.0,1630.0,10434000.0,0,0,0,0,1
278,500.0,248.0,6.0,6.0,33000.0,17493600.0,0,0,0,0,1
279,45.0,45.0,6.0,6.0,5750.0,16206000.0,0,0,0,0,1
280,70.0,70.0,3.0,2.0,1654.0,7681200.0,0,0,0,0,1
281,65.0,65.0,2.0,2.0,1250.0,5194800.0,0,0,0,0,1
282,51.6,51.6,4.0,3.0,1850.0,3374400.0,0,0,0,0,1
283,70.0,70.0,2.0,2.0,1150.0,28682400.0,0,0,0,0,1
284,56.0,56.0,2.0,2.0,2850.0,7237200.0,0,0,0,0,1
285,51.0,51.0,4.0,3.0,2375.0,29170800.0,0,0,0,0,1
286,640.0,149.0,6.0,6.0,45000.0,5860800.0,0,0,0,0,1
287,83.0,83.0,2.0,2.0,1825.0,21312000.0,0,0,0,0,1
288,1.0,1.0,2.0,2.0,1650.0,8436000.0,1,0,0,0,0
289,77.5,77.5,2.0,2.0,1270.0,10656000.0,0,0,0,0,1
290,55.0,55.0,2.0,2.0,1490.0,6837600.0,0,0,0,0,1
291,168.0,52.0,4.0,5.0,6899.0,4262400.0,0,0,0,0,1
292,124.0,124.0,3.0,2.0,5800.0,3330000.0,0,0,0,0,1
293,104.0,52.0,2.0,2.0,2055.0,6438000.0,0,0,0,0,1
294,58.0,58.0,2.0,2.0,1690.0,9768000.0,0,0,0,0,1
295,86.0,86.0,2.0,2.0,2250.0,16605600.0,0,0,0,0,1
296,73.0,73.0,2.0,2.0,1750.0,3596400.0,1,0,0,0,0
297,89.0,89.0,3.0,3.0,1520.0,2575200.0,0,0,0,0,1
298,130.0,130.0,6.0,6.0,39999.0,13275600.0,0,0,0,0,1
299,58.5,58.5,3.0,2.0,2790.0,9768000.0,0,0,0,0,1
300,1.0,1.0,2.0,2.0,2390.0,8968800.0,0,0,0,0,1
301,50.0,50.0,2.0,1.0,620.0,13636166.666666666,0,0,0,1,0
302,107.0,107.0,2.0,2.0,2890.0,16605600.0,0,0,0,0,1
303,1.0,1.0,2.0,2.0,2060.0,2264400.0,0,0,0,0,1
304,65.0,65.0,2.0,2.0,1360.0,5550000.0,0,0,0,0,1
305,1.0,1.0,2.0,,1989.0,5128200.0,0,0,0,0,1
306,60.0,40.0,3.0,2.0,3399.0,3907200.0,0,0,0,0,1
307,76.0,76.0,2.0,2.0,1280.0,1332000.0,0,0,0,0,1
308,59.0,59.0,3.0,2.0,1470.0,8791200.0,0,0,0,0,1
309,68.0,68.0,6.0,5.0,7800.0,30185083.333333332,0,0,0,1,0
310,105.0,105.0,,,5700.0,799200.0,0,0,0,0,1
311,50.0,50.0,2.0,2.0,1870.0,7334880.0,0,0,0,0,1
312,1.0,1.0,3.0,2.0,2230.0,3907200.0,0,1,0,0,0
313,100.0,100.0,3.0,2.0,2370.0,7548000.0,0,0,0,0,1
314,95.0,95.0,2.0,2.0,2510.0,13009200.0,0,0,0,0,1
315,75.0,75.0,2.0,1.0,1800.0,12658833.333333334,0,0,0,0,1
316,62.0,62.0,4.0,4.0,2575.0,9634800.0,0,0,0,0,1
317,60.8,60.8,4.0,3.0,2270.0,7636800.0,0,0,0,0,1
318,64.0,64.0,3.0,2.0,895.0,8968800.0,0,0,0,0,1
319,55.0,55.0,3.0,3.0,1950.0,17493600.0,0,0,0,0,1
320,133.0,133.0,3.0,2.0,2760.0,14208000.0,0,0,0,0,1
321,78.0,78.0,3.0,2.0,1995.0,4306800.0,0,0,0,0,1
322,82.0,82.0,2.0,2.0,1680.0,12372800.0,0,0,0,0,1
323,57.0,57.0,2.0,1.0,1590.0,8968800.0,0,0,0,0,1
324,1.0,1.0,2.0,2.0,1969.0,5128200.0,0,0,1,0,0
325,1.0,1.0,2.0,2.0,1970.0,5490800.0,0,0,1,0,0
326,66.0,66.0,2.0,2.0,2010.0,9634800.0,0,0,0,0,1
327,78.0,78.0,5.0,5.0,50000.0,34188000.0,0,0,0,0,1
328,55.0,55.0,4.0,4.0,11700.0,15628800.0,0,0,0,0,1
329,58.0,58.0,3.0,2.0,1260.0,12631800.0,0,0,0,0,1
330,70.0,70.0,2.0,2.0,1235.0,5128200.0,0,0,0,0,1
331,75.0,75.0,3.0,2.0,2020.0,1065600.0,0,0,0,0,1
332,52.0,52.0,2.0,2.0,1720.0,1332000.0,0,0,0,0,1
333,45.0,45.0,2.0,2.0,1980.0,8835600.0,0,0,0,0,1
334,68.0,68.0,2.0,2.0,850.0,11055600.0,0,0,0,0,1
335,50.0,50.0,3.0,4.0,2159.0,27306000.0,0,0,0,0,1
336,67.0,67.0,2.0,2.0,1255.0,1642800.0,0,0,0,0,1
337,266.0,266.0,3.0,3.0,115000.0,34188000.0,0,0,0,0,1
338,1.0,1.0,2.0,2.0,1670.0,9013200.0,0,1,0,0,0
339,83.0,83.0,2.0,2.0,2770.0,7548000.0,0,0,0,0,1
340,43.0,43.0,2.0,2.0,1624.0,5416800.0,0,0,0,0,1
341,300.0,300.0,5.0,2.0,16000.0,3330000.0,0,0,0,0,1
342,162.0,54.8,3.0,3.0,1973.0,1065600.0,0,0,0,0,1
343,55.0,55.0,3.0,3.0,1223.0,27306000.0,0,0,0,0,1
344,78.0,78.0,2.0,2.0,2115.0,16428000.0,0,0,0,0,1
345,71.3,71.3,2.0,2.0,2250.0,3744416.6666666665,0,0,0,0,1
346,81.0,81.0,2.0,2.0,1420.0,5490800.0,0,0,0,0,1
347,104.0,104.0,6.0,4.0,40000.0,21312000.0,0,0,0,0,1
348,1.0,1.0,2.0,2.0,1799.0,4262400.0,0,0,0,0,1
349,48.0,48.0,2.0,1.0,610.0,13636166.666666666,0,0,0,1,0
350,60.0,60.0,2.0,2.0,1990.0,4528800.0,0,0,0,0,1
351,86.0,86.0,2.0,2.0,2890.0,5490800.0,0,0,0,0,1
352,1.0,1.0,2.0,2.0,1470.0,1332000.0,0,0,0,0,1
353,1.0,1.0,2.0,2.0,1379.0,5490800.0,0,0,1,0,0
354,106.0,106.0,2.0,2.0,1620.0,5490800.0,0,0,0,0,1
355,80.0,80.0,2.0,2.0,2100.0,5328000.0,0,0,0,0,1
356,59.0,40.0,3.0,2.0,3400.0,3907200.0,0,0,0,0,1
